date,pricePerSquareMeter,price,size,floor,numberOfRooms,location,address,type 
8 jul 2015,70 635 kr/m²,8 900 000 kr,126 m²,6 tr,4½ rum,Vasastan,Ynglingagatan 15,Lägenhet
7 jul 2015,102 857 kr/m²,3 600 000 kr,35 m²,4 tr,2 rum,Vasastan,Döbelnsgatan 47,Lägenhet
7 jul 2015,99 310 kr/m²,4 320 000 kr,44 m²,3 tr,2 rum,Vasastan,Norrtullsgatan 13,Lägenhet
7 jul 2015,83 333 kr/m²,5 000 000 kr,60 m²,1½ tr,2 rum,Vasastan,Dalagatan 72,Lägenhet
7 jul 2015,87 000 kr/m²,2 610 000 kr,30 m²,2 tr,1 rum,Vasastan,Roslagsgatan 15,Lägenhet
7 jul 2015,98 765 kr/m²,8 000 000 kr,81 m²,3 tr,3 rum,Vasastan,Upplandsgatan 36,Lägenhet
7 jul 2015,89 610 kr/m²,6 900 000 kr,77 m²,1 tr,3 rum,Vasastan,Surbrunnsgatan 33,Lägenhet
5 jul 2015,79 375 kr/m²,3 175 000 kr,40 m²,2 tr,1½ rum,Vasastan,Völundsgatan 9,Lägenhet
5 jul 2015,63 979 kr/m²,4 325 000 kr,68 m²,2 tr,2 rum,Östermalm,Valhallavägen 4A,Lägenhet
4 jul 2015,81 111 kr/m²,3 650 000 kr,45 m²,4 tr,2 rum,Vasastan,Idungatan 5,Lägenhet
3 jul 2015,88 462 kr/m²,6 900 000 kr,78 m²,2 tr,3 rum,Vasastan,Västmannagatan 27A,Lägenhet
3 jul 2015,91 954 kr/m²,4 000 000 kr,44 m²,1 tr,2 rum,Vasastan,Roslagsgatan 39,Lägenhet
3 jul 2015,75 397 kr/m²,4 750 000 kr,63 m²,5 tr,2 rum,Vasastan,Ingemarsgatan 3A,Lägenhet
3 jul 2015,69 050 kr/m²,8 500 000 kr,123 m²,7 tr,4 rum,Vasastan,Döbelnsgatan 52,Lägenhet
2 jul 2015,71 865 kr/m²,4 700 000 kr,65 m²,4 tr,2 rum,Vasastan,Roslagsgatan 60,Lägenhet
2 jul 2015,112 692 kr/m²,2 930 000 kr,26 m²,5 tr,1 rum,Vasastan,Sankt Eriksgatan 92,Lägenhet
2 jul 2015,92 347 kr/m²,4 525 000 kr,49 m²,2 tr,2 rum,Vasastan,Västmannagatan 33,Lägenhet
1 jul 2015,97 241 kr/m²,2 820 000 kr,29 m²,1 tr,2 rum,Vasastan,Gästrikegatan 10,Lägenhet
1 jul 2015,86 047 kr/m²,3 700 000 kr,43 m²,3 tr,2 rum,Vasastan,Birger Jarlsgatan 104L,Lägenhet
1 jul 2015,75 658 kr/m²,5 750 000 kr,76 m²,5 tr,3 rum,Vasastan,Surbrunnsgatan 24,Lägenhet
1 jul 2015,68 699 kr/m²,5 015 000 kr,73 m²,5 tr,2 rum,Vasastan,Tre Liljor 2,Lägenhet
1 jul 2015,88 406 kr/m²,6 100 000 kr,69 m²,4 tr,2½ rum,Vasastan,Hagagatan 30,Lägenhet
30 jun 2015,83 019 kr/m²,4 400 000 kr,53 m²,1 tr,2 rum,Vasastan,Torsgatan 59,Lägenhet
30 jun 2015,84 906 kr/m²,4 500 000 kr,53 m²,1 tr,2 rum,Vasastan,Torsgatan 59,Lägenhet
30 jun 2015,101 905 kr/m²,4 280 000 kr,42 m²,1 tr,2 rum,Östermalm,Surbrunnsgatan 11,Lägenhet
26 jun 2015,76 786 kr/m²,8 600 000 kr,112 m²,5 tr,4 rum,Vasastan,Sankt Eriksgatan 106,Lägenhet
26 jun 2015,97 500 kr/m²,8 775 000 kr,90 m²,1 tr,3 rum,Vasastan,Döbelnsgatan 85,Lägenhet
26 jun 2015,84 545 kr/m²,6 510 000 kr,77 m²,1½ tr,3 rum,Vasastan,Frejgatan 45,Lägenhet
26 jun 2015,96 970 kr/m²,3 200 000 kr,33 m²,4 tr,2 rum,Birkastan,Tomtebogatan 22,Lägenhet
26 jun 2015,86 646 kr/m²,7 105 000 kr,82 m²,6 tr,3 rum,Vasastan,Västmannagatan 76,Lägenhet
26 jun 2015,70 588 kr/m²,2 400 000 kr,34 m²,1 tr,1 rum,Vasastan,Vanadisvägen 4,Lägenhet
26 jun 2015,86 275 kr/m²,4 400 000 kr,51 m²,2 tr,2 rum,Vasastan,Luntmakargatan 86,Lägenhet
25 jun 2015,79 545 kr/m²,3 500 000 kr,44 m²,3½ tr,1 rum,Vasastan,Frejgatan 46,Lägenhet
25 jun 2015,83 264 kr/m²,5 995 000 kr,72 m²,4 tr,3 rum,Östermalm,Valhallavägen 38,Lägenhet
25 jun 2015,79 717 kr/m²,4 225 000 kr,53 m²,2 tr,2 rum,Vasastan,Dalagatan 86A,Lägenhet
24 jun 2015,75 694 kr/m²,5 450 000 kr,72 m²,3 tr,3 rum,Vasastan,Döbelnsgatan 67B,Lägenhet
24 jun 2015,123 684 kr/m²,2 350 000 kr,19 m²,1 tr,1 rum,Vasastan,Luntmakargatan 74,Lägenhet
24 jun 2015,90 323 kr/m²,5 600 000 kr,62 m²,3 tr,2 rum,Vasastan,Hälsingegatan 10,Lägenhet
24 jun 2015,79 423 kr/m²,4 130 000 kr,52 m²,1 tr,2 rum,Birkastan,Vulcanusgatan 8,Lägenhet
24 jun 2015,71 917 kr/m²,4 315 000 kr,60 m²,4 tr,2 rum,Vasastan,Vulcanusgatan 1,Lägenhet
23 jun 2015,77 353 kr/m²,2 630 000 kr,34 m²,3 tr,1 rum,Vasastan,Birkagatan 16,Lägenhet
23 jun 2015,72 727 kr/m²,5 600 000 kr,77 m²,1 tr,3 rum,Vasastan,Västeråsgatan 5,Lägenhet
23 jun 2015,80 946 kr/m²,2 995 000 kr,37 m²,2 tr,1 rum,Vasastan,Karlbergsvägen 72A,Lägenhet
19 jun 2015,106 364 kr/m²,5 850 000 kr,55 m²,4 tr,2 rum,Vasastan,Roslagsgatan 54A,Lägenhet
18 jun 2015,79 302 kr/m²,3 410 000 kr,43 m²,3 tr,1½ rum,Vasastan,Atlasgatan 11,Lägenhet
18 jun 2015,73 585 kr/m²,7 800 000 kr,106 m²,3 tr,4 rum,Vasastan,Kungstensgatan 44,Lägenhet
18 jun 2015,82 308 kr/m²,5 350 000 kr,65 m²,2 tr,3 rum,Vasastan Birkastan,Tomtebogatan 12A,Lägenhet
18 jun 2015,99 038 kr/m²,10 300 000 kr,104 m²,2 tr,4 rum,Vasastan,Sigtunagatan 6,Lägenhet
18 jun 2015,81 081 kr/m²,9 000 000 kr,111 m²,1 tr,3 rum,Vasastan,Vikingagatan 16,Lägenhet
18 jun 2015,87 313 kr/m²,5 850 000 kr,67 m²,1½ tr,2 rum,Vasastan,Tomtebogatan 29,Lägenhet
18 jun 2015,89 865 kr/m²,3 325 000 kr,37 m²,3 tr,2 rum,Vasastan,Sveavägen 121,Lägenhet
18 jun 2015,80 682 kr/m²,5 325 000 kr,66 m²,2 tr,2 rum,Vasastan,Drejargatan 7,Lägenhet
18 jun 2015,71 500 kr/m²,7 150 000 kr,100 m²,4 tr,3 rum,Vasastan,Hagagatan 18,Lägenhet
18 jun 2015,104 587 kr/m²,11 400 000 kr,109 m²,5 tr,3 rum,Birkastan,Tomtebogatan 49,Lägenhet
18 jun 2015,82 500 kr/m²,3 300 000 kr,40 m²,2 tr,1 rum,Vasastan,Torsgatan 77,Lägenhet
18 jun 2015,91 500 kr/m²,9 150 000 kr,100 m²,4 tr,3 rum,Vasastan,Rörstrandsgatan 12,Lägenhet
18 jun 2015,90 000 kr/m²,2 970 000 kr,33 m²,1 tr,1 rum,Vasastan,Sveavägen 134,Lägenhet
18 jun 2015,90 278 kr/m²,3 250 000 kr,36 m²,4 tr,1 rum,Vasastan,Rådmansgatan 75,Lägenhet
18 jun 2015,89 535 kr/m²,3 850 000 kr,43 m²,1 tr,2 rum,Vasastan,Torbjörn Klockares gata 18A,Lägenhet
18 jun 2015,81 466 kr/m²,4 725 000 kr,58 m²,2 tr,2 rum,Vasastan,Tre Liljor 5,Lägenhet
17 jun 2015,84 466 kr/m²,8 700 000 kr,103 m²,4 tr,3 rum,Vasastan,Surbrunnsgatan 1,Lägenhet
17 jun 2015,91 753 kr/m²,8 900 000 kr,97 m²,3 tr,3 rum,Vasastan,Rörstrandsgatan 31,Lägenhet
17 jun 2015,91 864 kr/m²,5 420 000 kr,59 m²,2 tr,3 rum,Vasastan,Västmannagatan 30,Lägenhet
17 jun 2015,73 086 kr/m²,5 920 000 kr,81 m²,3 tr,3 rum,Vasastan,Västeråsgatan 5,Lägenhet
17 jun 2015,76 471 kr/m²,3 900 000 kr,51 m²,1 tr,1½ rum,Birkastan,Tomtebogatan 11,Lägenhet
17 jun 2015,93 319 kr/m²,10 825 000 kr,116 m²,2 tr,4 rum,Vasastan,Norrtullsgatan 29,Lägenhet
17 jun 2015,81 905 kr/m²,8 600 000 kr,105 m²,2 tr,4½ rum,Vasastan,Kungstensgatan 59,Lägenhet
17 jun 2015,72 845 kr/m²,4 225 000 kr,58 m²,1 tr,2 rum,Vasastan,Norrbackagatan 27,Lägenhet
17 jun 2015,88 750 kr/m²,5 325 000 kr,60 m²,2 tr,3 rum,Vasastan,Roslagsgatan 36B,Lägenhet
17 jun 2015,76 596 kr/m²,3 600 000 kr,47 m²,2 tr,2 rum,Vasastan,Sveavägen 135,Lägenhet
17 jun 2015,80 328 kr/m²,4 900 000 kr,61 m²,4 tr,2 rum,Östermalm,Surbrunnsgatan 3,Lägenhet
17 jun 2015,84 677 kr/m²,5 250 000 kr,62 m²,2 tr,2 rum,Vasastan,Medevigatan 4,Lägenhet
17 jun 2015,109 167 kr/m²,2 620 000 kr,24 m²,5 tr,1 rum,Vasastan,Sankt Eriksgatan 110,Lägenhet
17 jun 2015,88 095 kr/m²,3 700 000 kr,42 m²,3 tr,2 rum,Vasastan,Sankt Eriksgatan 108,Lägenhet
17 jun 2015,82 388 kr/m²,5 520 000 kr,67 m²,1 tr,3 rum,Vasastan,Hagagatan 17N,Lägenhet
17 jun 2015,80 288 kr/m²,8 350 000 kr,104 m²,2 tr,3½ rum,Birkastan,Völundsgatan 10,Lägenhet
16 jun 2015,84 437 kr/m²,5 995 000 kr,71 m²,3 tr,3 rum,Östermalm,Surbrunnsgatan 16,Lägenhet
16 jun 2015,67 624 kr/m²,6 120 000 kr,91 m²,2 tr,3 rum,Vasastan,Tulegatan 41,Lägenhet
16 jun 2015,106 481 kr/m²,2 875 000 kr,27 m²,1 tr,1 rum,Vasastan,Vikingagatan 24,Lägenhet
16 jun 2015,100 096 kr/m²,5 205 000 kr,52 m²,1 tr,2 rum,Vasastan,Gästrikegatan 18A,Lägenhet
16 jun 2015,77 391 kr/m²,3 560 000 kr,46 m²,2 tr,2 rum,Vasastan,Tomtebogatan 46,Lägenhet
16 jun 2015,87 719 kr/m²,5 000 000 kr,57 m²,3 tr,2 rum,Vasastan,Karlbergsvägen 71B,Lägenhet
15 jun 2015,87 097 kr/m²,5 400 000 kr,62 m²,2 tr,2 rum,Vasastan,Sigtunagatan 3A,Lägenhet
15 jun 2015,76 637 kr/m²,8 660 000 kr,113 m²,5 tr,5 rum,Vasastan,Upplandsgatan 74,Lägenhet
15 jun 2015,86 667 kr/m²,5 200 000 kr,60 m²,1 tr,2 rum,Vasastan,Västmannagatan 80,Lägenhet
15 jun 2015,73 913 kr/m²,5 100 000 kr,69 m²,3 tr,3 rum,Vasastaden,Frejgatan 57,Lägenhet
13 jun 2015,104 885 kr/m²,9 125 000 kr,87 m²,5 tr,3 rum,Vasastan,Eastmansvägen 8B,Lägenhet
13 jun 2015,93 519 kr/m²,2 525 000 kr,27 m²,4 tr,1 rum,Birkastan Vasastan,Bråvallagatan 8,Lägenhet
12 jun 2015,75 000 kr/m²,6 750 000 kr,90 m²,3 tr,3 rum,Vasastan,Frejgatan 89,Lägenhet
12 jun 2015,83 250 kr/m²,3 330 000 kr,40 m²,4 tr,2 rum,Vasastan,Sankt Eriksgatan 74,Lägenhet
12 jun 2015,84 643 kr/m²,5 925 000 kr,70 m²,2 tr,3 rum,Vasastan,Rörstrandsgatan 19,Lägenhet
12 jun 2015,83 333 kr/m²,2 000 000 kr,24 m²,3 tr,1 rum,Vasastan,Torsgatan 74,Lägenhet
12 jun 2015,102 500 kr/m²,2 870 000 kr,28 m²,3 tr,1 rum,Vasastan,Luntmakargatan 63,Lägenhet
12 jun 2015,86 905 kr/m²,3 650 000 kr,42 m²,4 tr,1½ rum,Vasastan,Sankt Eriksgatan 85B,Lägenhet
12 jun 2015,82 759 kr/m²,2 400 000 kr,29 m²,2 tr,1 rum,Vasastan,Norrtullsgatan 61,Lägenhet
12 jun 2015,68 391 kr/m²,5 950 000 kr,87 m²,2 tr,3½ rum,Vasastan,Atlasgatan 20,Lägenhet
12 jun 2015,98 462 kr/m²,3 840 000 kr,39 m²,2½ tr,2 rum,Vasastan,Karlbergsvägen 67,Lägenhet
11 jun 2015,83 046 kr/m²,7 225 000 kr,87 m²,5 tr,3½ rum,Vasastan,Gävlegatan 6,Lägenhet
11 jun 2015,95 385 kr/m²,6 200 000 kr,65 m²,1 tr,3 rum,Vasastan,Västmannagatan 37A,Lägenhet
11 jun 2015,88 750 kr/m²,3 550 000 kr,40 m²,1 tr,2 rum,Birkastan,Tomtebogatan 29,Lägenhet
11 jun 2015,105 455 kr/m²,5 800 000 kr,55 m²,2 tr,2 rum,Vasastan Birkastan,Gästrikegatan 5,Lägenhet
11 jun 2015,75 565 kr/m²,4 685 000 kr,62 m²,2 tr,2 rum,Vasastan,Sveavägen 117B,Lägenhet
11 jun 2015,79 435 kr/m²,4 925 000 kr,62 m²,1 tr,3 rum,Vasastan,Birger Jarlsgatan 95,Lägenhet
11 jun 2015,90 156 kr/m²,5 770 000 kr,64 m²,5 tr,2 rum,Vasastan,Atlasmuren 16,Lägenhet
10 jun 2015,76 923 kr/m²,3 000 000 kr,39 m²,3 tr,1½ rum,Vasastan,Völundsgatan 9,Lägenhet
10 jun 2015,95 263 kr/m²,3 620 000 kr,38 m²,2 tr,1 rum,Vasastan,Sigtunagatan 11A,Lägenhet
10 jun 2015,84 412 kr/m²,2 870 000 kr,34 m²,2 tr,1 rum,Vasastan,Dannemoragatan 16,Lägenhet
10 jun 2015,124 000 kr/m²,3 100 000 kr,25 m²,5 tr,2 rum,Birkastan,Karlbergsvägen 89,Lägenhet
10 jun 2015,99 512 kr/m²,4 080 000 kr,41 m²,3 tr,2 rum,Vasastan,Birger Jarlsgatan 99B,Lägenhet
10 jun 2015,88 571 kr/m²,6 200 000 kr,70 m²,5 tr,3 rum,Vasastan,Rådmansgatan 56,Lägenhet
10 jun 2015,93 820 kr/m²,8 350 000 kr,89 m²,3 tr,3½ rum,Vasastan,Sankt Eriksplan 15,Lägenhet
9 jun 2015,89 091 kr/m²,4 900 000 kr,55 m²,1 tr,2 rum,Vasastan,Birger Jarlsgatan 93A,Lägenhet
9 jun 2015,97 826 kr/m²,13 500 000 kr,138 m²,5 tr,5 rum,Vasastan,Odengatan 92,Lägenhet
9 jun 2015,80 612 kr/m²,7 900 000 kr,98 m²,3 tr,3 rum,Vasastan,Rådmansgatan 39B,Lägenhet
9 jun 2015,93 472 kr/m²,3 365 000 kr,36 m²,3 tr,1 rum,Vasastan,Upplandsgatan 48,Lägenhet
9 jun 2015,103 438 kr/m²,3 310 000 kr,32 m²,1 tr,1 rum,Vasastan,Sankt Eriksplan 15,Lägenhet
9 jun 2015,106 250 kr/m²,2 550 000 kr,24 m²,5 tr,1 rum,Vasastan,Drejargatan 4,Lägenhet
8 jun 2015,67 830 kr/m²,3 595 000 kr,53 m²,4 tr,2 rum,Vasastan,Tre Liljor 2,Lägenhet
7 jun 2015,84 071 kr/m²,9 500 000 kr,113 m²,3 tr,3½ rum,Vasastan,Tulegatan 21,Lägenhet
7 jun 2015,78 750 kr/m²,6 300 000 kr,80 m²,5 tr,3 rum,Vasastan,Norrtullsgatan 16E,Lägenhet
7 jun 2015,72 130 kr/m²,8 295 000 kr,115 m²,4 tr,3 rum,Vasastan,Surbrunnsgatan 56,Lägenhet
6 jun 2015,100 270 kr/m²,3 710 000 kr,37 m²,2 tr,2 rum,Vasastan,Tulegatan 27,Lägenhet
6 jun 2015,88 144 kr/m²,8 550 000 kr,97 m²,4 tr,4 rum,Vasastan,Upplandsgatan 41,Lägenhet
6 jun 2015,78 796 kr/m²,8 510 000 kr,108 m²,5 tr,4 rum,Vasastan,Luntmakargatan 89,Lägenhet
6 jun 2015,88 462 kr/m²,3 450 000 kr,39 m²,1½ tr,2 rum,Vasastan,Roslagsgatan 6,Lägenhet
6 jun 2015,86 441 kr/m²,5 100 000 kr,59 m²,6 tr,2 rum,Vasastan Östermalm,Birger Jarlsgatan 106A,Lägenhet
5 jun 2015,83 133 kr/m²,6 900 000 kr,83 m²,3 tr,3 rum,Vasastan,Idungatan 9,Lägenhet
5 jun 2015,79 259 kr/m²,8 560 000 kr,108 m²,2 tr,3½ rum,Vasastan,Torsgatan 59,Lägenhet
5 jun 2015,105 063 kr/m²,16 600 000 kr,158 m²,5 tr,4 rum,Vasastan,Västmannagatan 53,Lägenhet
5 jun 2015,101 087 kr/m²,9 300 000 kr,92 m²,4 tr,4 rum,Vasastan,Hälsingegatan 7,Lägenhet
5 jun 2015,85 375 kr/m²,3 415 000 kr,40 m²,2 tr,1 rum,Vasastan,Roslagsgatan 37,Lägenhet
5 jun 2015,70 290 kr/m²,4 850 000 kr,69 m²,3 tr,2 rum,Vasastan,Rödabergsgatan 6,Lägenhet
4 jun 2015,89 744 kr/m²,3 500 000 kr,39 m²,5 tr,2 rum,Vasastan,Idungatan 5,Lägenhet
4 jun 2015,85 294 kr/m²,2 900 000 kr,34 m²,5 tr,1 rum,Vasastan,Tre Liljor 4,Lägenhet
4 jun 2015,73 801 kr/m²,6 000 000 kr,81 m²,6 tr,4 rum,Östermalm,Valhallavägen 4A,Lägenhet
4 jun 2015,81 944 kr/m²,2 950 000 kr,36 m²,4 tr,2 rum,Vasastan,Dannemoragatan 18,Lägenhet
4 jun 2015,92 766 kr/m²,4 360 000 kr,47 m²,2 tr,2 rum,Vasastan,Vanadisvägen 26B,Lägenhet
4 jun 2015,86 890 kr/m²,2 850 000 kr,33 m²,3 tr,1 rum,Vasastan,Heimdalsgatan 7,Lägenhet
4 jun 2015,81 322 kr/m²,7 075 000 kr,87 m²,1 tr,3½ rum,Vasastan,Sankt Eriksplan 13,Lägenhet
4 jun 2015,76 667 kr/m²,9 200 000 kr,120 m²,1 tr,4½ rum,Vasastan,Rörstrandsgatan 37,Lägenhet
4 jun 2015,92 857 kr/m²,2 600 000 kr,28 m²,5 tr,1 rum,Vasastan,Frejgatan 36A,Lägenhet
4 jun 2015,91 667 kr/m²,3 300 000 kr,36 m²,2 tr,1 rum,Vasastan,Torsgatan 59,Lägenhet
4 jun 2015,79 545 kr/m²,3 500 000 kr,44 m²,3 tr,2 rum,Vasastan,Drejargatan 1,Lägenhet
4 jun 2015,98 256 kr/m²,8 450 000 kr,86 m²,4 tr,3 rum,Vasastan,Sigtunagatan 10,Lägenhet
4 jun 2015,111 379 kr/m²,3 230 000 kr,29 m²,3 tr,1 rum,Vasastan,Dalagatan 39,Lägenhet
4 jun 2015,86 196 kr/m²,7 930 000 kr,92 m²,2 tr,4 rum,Birkastan,Norrbackagatan 17,Lägenhet
4 jun 2015,101 290 kr/m²,3 140 000 kr,31 m²,3 tr,1 rum,Vasastan,Rörstrandsgatan 36A,Lägenhet
4 jun 2015,80 769 kr/m²,3 150 000 kr,39 m²,4 tr,1 rum,Vasastan,Sveavägen 121A,Lägenhet
3 jun 2015,93 333 kr/m²,3 360 000 kr,36 m²,2 tr,1½ rum,Vasastan,Sankt Eriksgatan 85D,Lägenhet
3 jun 2015,89 744 kr/m²,3 500 000 kr,39 m²,3 tr,2 rum,Vasastan,Tomtebogatan 3A,Lägenhet
3 jun 2015,75 461 kr/m²,5 735 000 kr,76 m²,3 tr,2 rum,Vasastan,Roslagsgatan 36,Lägenhet
3 jun 2015,71 847 kr/m²,7 975 000 kr,111 m²,1 tr,6 rum,Vasastan,Birger Jarlsgatan 107,Lägenhet
3 jun 2015,87 500 kr/m²,5 600 000 kr,64 m²,3 tr,2 rum,Vasastan,Tomtebogatan 23A,Lägenhet
3 jun 2015,130 435 kr/m²,3 000 000 kr,23 m²,1 tr,1 rum,Vasastan,Karlbergsvägen 14,Lägenhet
3 jun 2015,106 000 kr/m²,2 650 000 kr,25 m²,2 tr,1 rum,Vasastan,Frejgatan 57,Lägenhet
3 jun 2015,90 271 kr/m²,5 001 000 kr,55 m²,4 tr,2 rum,Vasastan,Gästrikegatan 20,Lägenhet
3 jun 2015,92 973 kr/m²,3 440 000 kr,37 m²,3 tr,1 rum,Vasastan,Döbelnsgatan 87,Lägenhet
3 jun 2015,91 772 kr/m²,7 250 000 kr,79 m²,4 tr,2 rum,Vasastan,Sveavägen 121A,Lägenhet
3 jun 2015,84 579 kr/m²,9 050 000 kr,107 m²,2 tr,3 rum,Vasastan,Rörstrandsgatan 12,Lägenhet
2 jun 2015,106 875 kr/m²,4 275 000 kr,40 m²,4 tr,2 rum,Vasastan,Norrbackagatan 46,Lägenhet
2 jun 2015,86 344 kr/m²,10 085 000 kr,117 m²,5 tr,4 rum,Vasastan,Drottninggatan 101,Lägenhet
2 jun 2015,85 821 kr/m²,5 750 000 kr,67 m²,5 tr,2½ rum,Vasastan,Döbelnsgatan 95,Lägenhet
2 jun 2015,85 387 kr/m²,10 050 000 kr,118 m²,2 tr,4 rum,Vasastan Birkastan,Karlbergsvägen 69,Lägenhet
2 jun 2015,74 757 kr/m²,7 700 000 kr,103 m²,5 tr,5 rum,Vasastan,Hagagatan 17D,Lägenhet
2 jun 2015,93 182 kr/m²,4 100 000 kr,44 m²,3 tr,2 rum,Vasastan,Drejargatan 6,Lägenhet
2 jun 2015,81 395 kr/m²,3 500 000 kr,43 m²,2 tr,1½ rum,Vasastan,Sankt Eriksplan 5,Lägenhet
2 jun 2015,88 158 kr/m²,5 025 000 kr,57 m²,1 tr,2 rum,Vasastan,Karlbergsvägen 33,Lägenhet
2 jun 2015,89 552 kr/m²,3 000 000 kr,34 m²,4 tr,1 rum,Vasastan,Gästrikegatan 20,Lägenhet
1 jun 2015,78 431 kr/m²,4 000 000 kr,51 m²,2 tr,2 rum,Vasastan,Tre Liljor 2B,Lägenhet
1 jun 2015,84 426 kr/m²,5 150 000 kr,61 m²,3 tr,2 rum,Vasastan,Odengatan 62,Lägenhet
1 jun 2015,98 529 kr/m²,3 350 000 kr,34 m²,3 tr,1 rum,Vasastan,Odengatan 62,Lägenhet
1 jun 2015,77 632 kr/m²,5 900 000 kr,76 m²,3 tr,2 rum,Vasastan,Torsgatan 70,Lägenhet
30 may 2015,84 167 kr/m²,10 100 000 kr,120 m²,2 tr,4½ rum,Vasastan,Döbelnsgatan 71,Lägenhet
30 may 2015,75 000 kr/m²,3 300 000 kr,44 m²,1 tr,2 rum,Vasastan,Robert Almströmsgatan 3,Lägenhet
30 may 2015,88 947 kr/m²,8 450 000 kr,95 m²,3 tr,3 rum,Vasastan,Rörstrandsgatan 40,Lägenhet
30 may 2015,82 537 kr/m²,5 530 000 kr,67 m²,2 tr,3 rum,Vasastan,Döbelnsgatan 95,Lägenhet
30 may 2015,75 238 kr/m²,6 320 000 kr,84 m²,1 tr,3 rum,Vasastan,Karlbergsvägen 33,Lägenhet
29 may 2015,76 351 kr/m²,5 650 000 kr,74 m²,2 tr,3 rum,Vasastan,Völundsgatan 7,Lägenhet
29 may 2015,101 231 kr/m²,6 580 000 kr,65 m²,6 tr,2 rum,Vasastan,Sveavägen 120,Lägenhet
29 may 2015,90 469 kr/m²,5 790 000 kr,64 m²,2 tr,3 rum,Vasastan,Tre Liljor 3,Lägenhet
29 may 2015,105 000 kr/m²,4 200 000 kr,40 m²,3 tr,2 rum,Vasastan,Upplandsgatan 39,Lägenhet
29 may 2015,82 143 kr/m²,3 450 000 kr,42 m²,4 tr,1 rum,Vasastan,Roslagsgatan 36,Lägenhet
29 may 2015,84 872 kr/m²,3 310 000 kr,39 m²,2½ tr,1 rum,Vasastan,Roslagsgatan 6,Lägenhet
29 may 2015,106 538 kr/m²,2 770 000 kr,26 m²,2 tr,1 rum,Vasastan,Rådmansgatan 37,Lägenhet
29 may 2015,113 750 kr/m²,2 730 000 kr,24 m²,2 tr,1 rum,Vasastan,Roslagsgatan 21B,Lägenhet
29 may 2015,92 593 kr/m²,7 500 000 kr,81 m²,5 tr,2½ rum,Vasastan,Karlbergsvägen 32B,Lägenhet
29 may 2015,71 837 kr/m²,3 520 000 kr,49 m²,2 tr,1 rum,Vasastan,Falugatan 16,Lägenhet
28 may 2015,86 066 kr/m²,5 250 000 kr,61 m²,4 tr,2 rum,Vasastan,Frejgatan 4,Lägenhet
28 may 2015,116 667 kr/m²,2 450 000 kr,21 m²,5 tr,1 rum,Vasastan,Luntmakargatan 78,Lägenhet
28 may 2015,63 492 kr/m²,4 000 000 kr,63 m²,4 tr,2½ rum,Vasastan,Torsgatan 73,Lägenhet
28 may 2015,87 975 kr/m²,6 950 000 kr,79 m²,5 tr,3 rum,Vasastan,Vulcanusgatan 3,Lägenhet
28 may 2015,82 787 kr/m²,5 050 000 kr,61 m²,2 tr,2 rum,Vasastan,Observatoriegatan 7,Lägenhet
28 may 2015,83 065 kr/m²,5 150 000 kr,62 m²,3 tr,2 rum,Vasastan,Medevigatan 4,Lägenhet
28 may 2015,101 818 kr/m²,3 360 000 kr,33 m²,1 tr,2 rum,Vasastan Östermalm,Surbrunnsgatan 5,Lägenhet
28 may 2015,90 811 kr/m²,6 720 000 kr,74 m²,3 tr,3 rum,Östermalm Vasastan,Valhallavägen 34,Lägenhet
28 may 2015,98 276 kr/m²,2 850 000 kr,29 m²,1 tr,1 rum,Vasastan,Observatoriegatan 9,Lägenhet
28 may 2015,83 333 kr/m²,3 250 000 kr,39 m²,3 tr,1 rum,Vasastan,Frejgatan 22,Lägenhet
28 may 2015,121 739 kr/m²,2 800 000 kr,23 m²,3 tr,1 rum,Vasastan,Karlbergsvägen 14,Lägenhet
28 may 2015,93 393 kr/m²,5 230 000 kr,56 m²,3 tr,2 rum,Vasastan,Hälsingegatan 3,Lägenhet
28 may 2015,85 152 kr/m²,5 620 000 kr,66 m²,3 tr,3 rum,Vasastan,Västmannagatan 29,Lägenhet
28 may 2015,98 438 kr/m²,3 150 000 kr,32 m²,2 tr,1 rum,Vasastan,Norrtullsgatan 11,Lägenhet
28 may 2015,81 610 kr/m²,4 815 000 kr,59 m²,2 tr,2 rum,Vasastan,Upplandsgatan 24A,Lägenhet
27 may 2015,66 205 kr/m²,5 495 000 kr,83 m²,5 tr,3 rum,Vasastan,Norrbackagatan 33,Lägenhet
27 may 2015,78 372 kr/m²,3 370 000 kr,43 m²,1½ tr,1½ rum,Vasastan,Vulcanusgatan 4,Lägenhet
27 may 2015,100 000 kr/m²,2 800 000 kr,28 m²,2 tr,1 rum,Vasastan,Hagagatan 8,Lägenhet
27 may 2015,81 290 kr/m²,2 520 000 kr,31 m²,1½ tr,1 rum,Vasastan,Karlbergsvägen 78,Lägenhet
27 may 2015,100 750 kr/m²,4 030 000 kr,40 m²,1½ tr,1 rum,Vasastan,Rörstrandsgatan 15,Lägenhet
27 may 2015,68 841 kr/m²,9 500 000 kr,138 m²,1 tr,5 rum,Vasastan,Markvardsgatan 13,Lägenhet
27 may 2015,81 667 kr/m²,2 695 000 kr,33 m²,6 tr,1 rum,Vasastan,Tulegatan 46,Lägenhet
27 may 2015,101 042 kr/m²,4 850 000 kr,48 m²,1 tr,2 rum,Vasastan,Västmannagatan 51B,Lägenhet
