date,pricePerSquareMeter,price,size,floor,numberOfRooms,location,address,type 
8 may 2014,80 430 kr/m²,7 480 000 kr,93 m²,4 tr,3 rum,Vasastan,Rörstrandsgatan 27,Lägenhet
8 may 2014,82 813 kr/m²,2 650 000 kr,32 m²,3 tr,1 rum,Vasastan,Rörstrandsgatan 38,Lägenhet
8 may 2014,60 141 kr/m²,4 270 000 kr,71 m²,4 tr,2½ rum,Vasastan,Dannemoragatan 16,Lägenhet
8 may 2014,74 037 kr/m²,5 960 000 kr,81 m²,5 tr,3 rum,Vasastan,Odengatan 31A,Lägenhet
7 may 2014,71 667 kr/m²,4 300 000 kr,60 m²,5 tr,2 rum,Vasastan,Torsgatan 39,Lägenhet
7 may 2014,84 770 kr/m²,7 375 000 kr,87 m²,3 tr,3 rum,Vasastan,Rörstrandsgatan 13,Lägenhet
7 may 2014,77 778 kr/m²,4 900 000 kr,63 m²,2 tr,3 rum,Vasastan,Drejargatan 8,Lägenhet
7 may 2014,63 937 kr/m²,4 060 000 kr,64 m²,3 tr,2 rum,Birkastan,Tomtebogatan 44,Lägenhet
7 may 2014,83 333 kr/m²,2 500 000 kr,30 m²,1½ tr,1 rum,Vasastan,Frejgatan 4,Lägenhet
7 may 2014,80 873 kr/m²,5 095 000 kr,63 m²,2 tr,2 rum,Sabbatsberg/Atlas,Hälsingegatan 9A,Lägenhet
7 may 2014,73 985 kr/m²,3 825 000 kr,52 m²,1 tr,2½ rum,Birkastan,Tomtebogatan 26,Lägenhet
7 may 2014,90 000 kr/m²,5 850 000 kr,65 m²,4 tr,2 rum,Vasastan,Birkagatan 32,Lägenhet
7 may 2014,70 513 kr/m²,5 500 000 kr,78 m²,3 tr,4 rum,Tule,Rådmansgatan 76C,Lägenhet
7 may 2014,65 600 kr/m²,4 920 000 kr,75 m²,1½ tr,3 rum,Vasastan,Rödabergsgatan 9,Lägenhet
7 may 2014,62 985 kr/m²,4 220 000 kr,67 m²,4 tr,2 rum,Vasastan,Sveavägen 93,Lägenhet
6 may 2014,77 941 kr/m²,2 650 000 kr,34 m²,4 tr,1 rum,Vasastan,Idungatan 10A,Lägenhet
6 may 2014,80 874 kr/m²,7 400 000 kr,92 m²,4 tr,3 rum,Vasastan,Vidargatan 2,Lägenhet
6 may 2014,84 906 kr/m²,4 500 000 kr,53 m²,3 tr,2 rum,Vasastan,Gästrikegatan 15,Lägenhet
6 may 2014,79 307 kr/m²,8 010 000 kr,101 m²,3 tr,4 rum,Vasastan,Dalagatan 25,Lägenhet
6 may 2014,96 364 kr/m²,2 120 000 kr,22 m²,7 tr,1 rum,Vasastan,Döbelnsgatan 60,Lägenhet
6 may 2014,68 182 kr/m²,6 000 000 kr,88 m²,7 tr,3½ rum,Vasastan,Sankt Eriksgatan 65,Lägenhet
5 may 2014,79 891 kr/m²,3 675 000 kr,46 m²,4 tr,2 rum,Vasastan,Luntmakargatan 63,Lägenhet
5 may 2014,85 000 kr/m²,3 400 000 kr,40 m²,2 tr,2 rum,Vasastan,Sveavägen 87,Lägenhet
3 may 2014,85 185 kr/m²,9 200 000 kr,108 m²,6 tr,4 rum,Vasastan,Kungstensgatan 57,Lägenhet
2 may 2014,60 500 kr/m²,3 630 000 kr,60 m²,7 tr,2 rum,Vasastan,Tulegatan 43,Lägenhet
2 may 2014,69 265 kr/m²,4 710 000 kr,68 m²,3 tr,3 rum,Vasastan,Torsgatan 43,Lägenhet
2 may 2014,78 302 kr/m²,4 150 000 kr,53 m²,4 tr,2 rum,Vasastan,Västeråsgatan 3D,Lägenhet
2 may 2014,68 675 kr/m²,5 700 000 kr,83 m²,2 tr,3 rum,Vasastan,Dalagatan 76,Lägenhet
2 may 2014,78 913 kr/m²,3 630 000 kr,46 m²,1 tr,1½ rum,Tule,Vegagatan 15,Lägenhet
2 may 2014,62 222 kr/m²,3 920 000 kr,63 m²,3 tr,2 rum,Vasastan,Ingemarsgatan 3A,Lägenhet
2 may 2014,67 958 kr/m²,9 650 000 kr,142 m²,3 tr,5 rum,Vasastan,Karlbergsvägen 73,Lägenhet
1 may 2014,74 074 kr/m²,4 000 000 kr,54 m²,1 tr,2 rum,Vasastan,Frejgatan 103,Lägenhet
1 may 2014,73 000 kr/m²,1 825 000 kr,25 m²,4 tr,1 rum,Vasastan,Upplandsgatan 25A,Lägenhet
1 may 2014,80 000 kr/m²,6 800 000 kr,85 m²,3 tr,4 rum,Vasastan,Västmannagatan 85A,Lägenhet
1 may 2014,83 511 kr/m²,3 925 000 kr,47 m²,3 tr,2 rum,Vasastan,Odengatan 14A,Lägenhet
1 may 2014,80 899 kr/m²,7 200 000 kr,89 m²,2 tr,3 rum,Sabbatsberg/Atlas,Gästrikegatan 14,Lägenhet
1 may 2014,76 838 kr/m²,5 225 000 kr,68 m²,5 tr,3 rum,Vasastan,Hagagatan 4,Lägenhet
30 apr 2014,74 020 kr/m²,7 550 000 kr,102 m²,3 tr,4 rum,Vasastan,Hagagatan 11,Lägenhet
30 apr 2014,73 276 kr/m²,4 250 000 kr,58 m²,1 tr,2 rum,Vasastan,Hagagatan 12,Lägenhet
30 apr 2014,81 915 kr/m²,3 850 000 kr,47 m²,4 tr,2 rum,Vasastan,Luntmakargatan 81,Lägenhet
30 apr 2014,67 857 kr/m²,3 800 000 kr,56 m²,1 tr,2 rum,Vasastan,Frejgatan 17,Lägenhet
30 apr 2014,65 270 kr/m²,4 830 000 kr,74 m²,5 tr,2½ rum,Birkastan,Sankt Eriksgatan 85A,Lägenhet
30 apr 2014,58 730 kr/m²,3 700 000 kr,63 m²,4 tr,2 rum,Vasastan,Dalagatan 90,Lägenhet
30 apr 2014,84 000 kr/m²,8 400 000 kr,100 m²,3 tr,4 rum,Vasastan,Gästrikegatan 13A,Lägenhet
30 apr 2014,76 667 kr/m²,2 760 000 kr,36 m²,4 tr,1 rum,Vasastan,Rörstrandsgatan 34,Lägenhet
30 apr 2014,89 167 kr/m²,3 210 000 kr,36 m²,1 tr,2 rum,Vasastan,Kadettgatan 5,Lägenhet
30 apr 2014,81 129 kr/m²,2 515 000 kr,31 m²,1 tr,1 rum,Vasastan,Dalagatan 38A,Lägenhet
30 apr 2014,76 023 kr/m²,3 345 000 kr,44 m²,1 tr,2 rum,Vasastan,Upplandsgatan 34,Lägenhet
30 apr 2014,85 918 kr/m²,4 210 000 kr,49 m²,2 tr,2 rum,Vasastan,Birger Jarlsgatan 81,Lägenhet
30 apr 2014,80 694 kr/m²,5 810 000 kr,72 m²,4 tr,2 rum,Vasastan,Upplandsgatan 17E,Lägenhet
30 apr 2014,76 339 kr/m²,4 275 000 kr,56 m²,2 tr,2 rum,Vasastan,Hälsingegatan 3,Lägenhet
30 apr 2014,81 250 kr/m²,3 900 000 kr,48 m²,2 tr,2 rum,Vasastan,Gästrikegatan 7,Lägenhet
29 apr 2014,91 481 kr/m²,2 470 000 kr,27 m²,1 tr,1 rum,Birkastan Vasastan,Gästrikegatan 3,Lägenhet
29 apr 2014,83 152 kr/m²,3 825 000 kr,46 m²,3 tr,2 rum,Hagamalm,Frejgatan 99,Lägenhet
29 apr 2014,82 564 kr/m²,3 220 000 kr,39 m²,4 tr,2 rum,Vasastan,Torsgatan 41,Lägenhet
29 apr 2014,83 333 kr/m²,2 500 000 kr,30 m²,1 tr,1 rum,Vasastan,Rödabergsbrinken 12,Lägenhet
28 apr 2014,64 762 kr/m²,6 800 000 kr,105 m²,1½ tr,4 rum,Hagamalm,Sveavägen 115,Lägenhet
25 apr 2014,74 242 kr/m²,2 450 000 kr,33 m²,1 tr,1 rum,Vasastan,Hagagatan 8,Lägenhet
25 apr 2014,61 446 kr/m²,5 100 000 kr,83 m²,2 tr,2½ rum,Sabbatsberg/Atlas,Sankt Eriksgatan 90,Lägenhet
25 apr 2014,69 820 kr/m²,7 750 000 kr,111 m²,2 tr,4 rum,Vasastan,Holländargatan 29,Lägenhet
25 apr 2014,81 429 kr/m²,2 850 000 kr,35 m²,4 tr,1 rum,Birkastan,Rörstrandsgatan 44,Lägenhet
25 apr 2014,64 394 kr/m²,4 250 000 kr,66 m²,1 tr,2 rum,Vasastan,Västmannagatan 37,Lägenhet
24 apr 2014,90 816 kr/m²,3 451 000 kr,38 m²,2 tr,2 rum,Vasastan,Sankt Eriksgatan 84,Lägenhet
24 apr 2014,62 972 kr/m²,6 675 000 kr,106 m²,3 tr,3 rum,Vasastan,Västmannagatan 71D,Lägenhet
24 apr 2014,69 848 kr/m²,4 610 000 kr,66 m²,5 tr,2 rum,Vasastan Sibirien,Frejgatan 35,Lägenhet
24 apr 2014,77 692 kr/m²,6 060 000 kr,78 m²,3 tr,3 rum,Vasastan,Hälsingegatan 12,Lägenhet
24 apr 2014,70 652 kr/m²,3 250 000 kr,46 m²,1 tr,2 rum,Birkastan Vasastan,Bråvallagatan 9A,Lägenhet
24 apr 2014,73 710 kr/m²,4 570 000 kr,62 m²,3 tr,2 rum,Vasastan,Torsgatan 39,Lägenhet
23 apr 2014,81 250 kr/m²,2 600 000 kr,32 m²,4 tr,1 rum,Sabbatsberg/Atlas,Sankt Eriksplan 5,Lägenhet
22 apr 2014,65 957 kr/m²,3 100 000 kr,47 m²,2 tr,1 rum,Vasastan,Roslagsgatan 35,Lägenhet
22 apr 2014,75 540 kr/m²,10 500 000 kr,139 m²,4 tr,5 rum,Sibirien,Birger Jarlsgatan 95,Lägenhet
21 apr 2014,68 864 kr/m²,3 030 000 kr,44 m²,4 tr,2 rum,Vasastan,Luntmakargatan 95,Lägenhet
20 apr 2014,48 387 kr/m²,3 000 000 kr,62 m²,1 tr,2 rum,Vasastan,Ingemarsgatan 2,Lägenhet
18 apr 2014,77 213 kr/m²,4 100 000 kr,53 m²,3 tr,2 rum,Vasastan,Gästrikegatan 15A,Lägenhet
18 apr 2014,86 475 kr/m²,5 275 000 kr,61 m²,3 tr,2 rum,Vasastan,Tulegatan 25,Lägenhet
17 apr 2014,78 621 kr/m²,2 280 000 kr,29 m²,4 tr,1 rum,Hagamalm,Ynglingagatan 27,Lägenhet
17 apr 2014,74 590 kr/m²,4 550 000 kr,61 m²,4 tr,2 rum,Vasastan,Döbelnsgatan 87A,Lägenhet
17 apr 2014,67 500 kr/m²,4 995 000 kr,74 m²,5 tr,3 rum,Birkastan,Sankt Eriksgatan 89,Lägenhet
17 apr 2014,89 706 kr/m²,3 050 000 kr,34 m²,4 tr,1 rum,Vasastan,Tomtebogatan 28,Lägenhet
17 apr 2014,71 571 kr/m²,5 010 000 kr,70 m²,1 tr,2 rum,Vasastan Rödabergen,Falugatan 18,Lägenhet
17 apr 2014,70 769 kr/m²,4 600 000 kr,65 m²,4 tr,2 rum,Hagamalm,Hagagatan 16,Lägenhet
16 apr 2014,76 119 kr/m²,5 100 000 kr,67 m²,2 tr,2 rum,Vasastan,Sankt Eriksplan 5,Lägenhet
16 apr 2014,87 936 kr/m²,3 025 000 kr,34 m²,2 tr,1½ rum,Hagamalm,Dalagatan 68,Lägenhet
16 apr 2014,73 627 kr/m²,7 510 000 kr,102 m²,6 tr,4½ rum,Vasastan,Torsgatan 38,Lägenhet
16 apr 2014,70 161 kr/m²,4 350 000 kr,62 m²,3 tr,2 rum,Östermalm,Surbrunnsgatan 8,Lägenhet
16 apr 2014,68 171 kr/m²,2 795 000 kr,41 m²,2 tr,1½ rum,Hagamalm,Hälsingehöjden 11,Lägenhet
16 apr 2014,66 429 kr/m²,6 510 000 kr,98 m²,5 tr,4 rum,Vasastan,Västmannagatan 72,Lägenhet
16 apr 2014,72 881 kr/m²,8 600 000 kr,118 m²,2 tr,4 rum,Vasastan,Rådmansgatan 52,Lägenhet
16 apr 2014,67 615 kr/m²,4 395 000 kr,65 m²,4 tr,2 rum,Vasastan,Norrbackagatan 44,Lägenhet
16 apr 2014,71 148 kr/m²,4 340 000 kr,61 m²,3 tr,2 rum,Vasastan,Idungatan 14,Lägenhet
16 apr 2014,67 531 kr/m²,5 470 000 kr,81 m²,1 tr,3 rum,Birkastan Vasastan,Rörstrandsgatan 56A,Lägenhet
16 apr 2014,67 105 kr/m²,2 550 000 kr,38 m²,3 tr,1 rum,Vasastan,Sankt Eriksgatan 74,Lägenhet
16 apr 2014,79 487 kr/m²,3 100 000 kr,39 m²,2½ tr,1 rum,Vasastan,Västmannagatan 95,Lägenhet
16 apr 2014,69 444 kr/m²,6 250 000 kr,90 m²,5 tr,3 rum,Östermalm,Frejgatan 6,Lägenhet
16 apr 2014,67 500 kr/m²,4 860 000 kr,72 m²,5 tr,2 rum,Vasastan,Sankt Eriksgatan 99,Lägenhet
15 apr 2014,72 405 kr/m²,2 860 000 kr,40 m²,1 tr,1½ rum,Vasastan,Bråvallagatan 9,Lägenhet
15 apr 2014,66 667 kr/m²,5 000 000 kr,75 m²,2 tr,3 rum,Vasastan,Vanadisplan 1,Lägenhet
15 apr 2014,85 714 kr/m²,3 600 000 kr,42 m²,5 tr,1½ rum,Vasastan,Bråvallagatan 3,Lägenhet
15 apr 2014,68 852 kr/m²,4 200 000 kr,61 m²,1 tr,2 rum,Vasastan,Tomtebogatan 48,Lägenhet
15 apr 2014,81 053 kr/m²,3 850 000 kr,48 m²,1½ tr,2 rum,Vasastan,Tulegatan 28,Lägenhet
15 apr 2014,88 864 kr/m²,3 910 000 kr,44 m²,4 tr,2 rum,Birkastan,Karlbergsvägen 51A,Lägenhet
14 apr 2014,75 758 kr/m²,2 500 000 kr,33 m²,3 tr,2 rum,Vasastan,Sveavägen 134,Lägenhet
12 apr 2014,57 143 kr/m²,4 000 000 kr,70 m²,1 tr,2 rum,Atlas Vasastan,Lokstallsgatan 6,Lägenhet
12 apr 2014,66 204 kr/m²,7 150 000 kr,108 m²,3 tr,3½ rum,Birkastan,Rörstrandsgatan 54,Lägenhet
11 apr 2014,74 107 kr/m²,4 150 000 kr,56 m²,5 tr,2 rum,Vasastan,Upplandsgatan 34,Lägenhet
11 apr 2014,63 636 kr/m²,2 100 000 kr,33 m²,4 tr,1 rum,Vasastan,Norrtullsgatan 36,Lägenhet
11 apr 2014,72 981 kr/m²,13 100 000 kr,180 m²,5 tr,6 rum,Vasastan,Norrtullsgatan 29,Lägenhet
11 apr 2014,65 256 kr/m²,5 090 000 kr,78 m²,3 tr,2 rum,Östermalm,Surbrunnsgatan 4,Lägenhet
11 apr 2014,66 912 kr/m²,4 550 000 kr,68 m²,1 tr,2 rum,Vasastan,Rådmansgatan 55,Lägenhet
11 apr 2014,61 765 kr/m²,4 200 000 kr,68 m²,4 tr,2½ rum,Vasastan,Torsgatan 72,Lägenhet
11 apr 2014,57 484 kr/m²,9 025 000 kr,157 m²,1 tr,5 rum,Vasastan,Drottninggatan 114B,Lägenhet
11 apr 2014,69 780 kr/m²,6 350 000 kr,91 m²,3 tr,3 rum,Vasastan,Döbelnsgatan 60,Lägenhet
10 apr 2014,71 066 kr/m²,4 335 000 kr,61 m²,1 tr,2 rum,Vasastan,Frejgatan 56,Lägenhet
10 apr 2014,72 787 kr/m²,4 440 000 kr,61 m²,2 tr,2 rum,Vasastan,Tomtebogatan 49,Lägenhet
10 apr 2014,78 571 kr/m²,7 700 000 kr,98 m²,4 tr,3 rum,Vasastan,Tomtebogatan 5,Lägenhet
10 apr 2014,58 765 kr/m²,7 375 000 kr,126 m²,5 tr,5 rum,Tule,Upplandsgatan 28,Lägenhet
10 apr 2014,73 231 kr/m²,4 760 000 kr,65 m²,4 tr,2½ rum,Vasastan,Rehnsgatan 15,Lägenhet
10 apr 2014,84 259 kr/m²,2 275 000 kr,27 m²,1 tr,1 rum,Vasastan,Gästrikegatan 3,Lägenhet
10 apr 2014,67 984 kr/m²,4 215 000 kr,62 m²,4 tr,2 rum,Hagamalm,Sveavägen 129,Lägenhet
10 apr 2014,77 778 kr/m²,2 800 000 kr,36 m²,3 tr,2 rum,Vasastan,Dannemoragatan 18,Lägenhet
10 apr 2014,79 091 kr/m²,6 960 000 kr,88 m²,4 tr,4 rum,Vasastan,Heimdalsgatan 3,Lägenhet
10 apr 2014,78 273 kr/m²,4 125 000 kr,53 m²,3 tr,2 rum,Birkastan,Tomtebogatan 21,Lägenhet
10 apr 2014,74 074 kr/m²,3 000 000 kr,41 m²,5 tr,1 rum,Vasastan,Torsgatan 42,Lägenhet
9 apr 2014,72 414 kr/m²,3 150 000 kr,44 m²,2 tr,2 rum,Vasastan,Döbelnsgatan 95,Lägenhet
9 apr 2014,68 333 kr/m²,4 100 000 kr,60 m²,2 tr,2 rum,Vasastan,Norrtullsgatan 25C,Lägenhet
9 apr 2014,71 429 kr/m²,5 500 000 kr,77 m²,4 tr,3 rum,Vasastan,Vikingagatan 20,Lägenhet
9 apr 2014,79 138 kr/m²,2 295 000 kr,29 m²,3 tr,1 rum,Vasastan,Västmannagatan 52,Lägenhet
9 apr 2014,78 659 kr/m²,3 225 000 kr,41 m²,3 tr,2 rum,Vasastan,Dalagatan 74B,Lägenhet
9 apr 2014,65 625 kr/m²,4 200 000 kr,64 m²,3 tr,2 rum,Vasastan,Birger Jarlsgatan 111C,Lägenhet
9 apr 2014,81 622 kr/m²,3 020 000 kr,37 m²,3 tr,1 rum,Vasastan,Kadettgatan 5,Lägenhet
9 apr 2014,72 373 kr/m²,4 270 000 kr,59 m²,3 tr,2 rum,Vasastan,Sveavägen 118,Lägenhet
9 apr 2014,70 492 kr/m²,4 300 000 kr,61 m²,1 tr,3 rum,Vasastan,Bråvallagatan 5,Lägenhet
9 apr 2014,74 457 kr/m²,3 425 000 kr,46 m²,2½ tr,2 rum,Vasastan,Norrbackagatan 11,Lägenhet
9 apr 2014,72 167 kr/m²,4 330 000 kr,60 m²,2 tr,2 rum,Vasastan,Karlbergsvägen 50,Lägenhet
9 apr 2014,80 357 kr/m²,2 250 000 kr,28 m²,3 tr,1 rum,Vasastan,Roslagsgatan 51,Lägenhet
9 apr 2014,75 370 kr/m²,4 070 000 kr,54 m²,3 tr,2 rum,Birkastan,Rörstrandsgatan 14,Lägenhet
9 apr 2014,72 794 kr/m²,2 475 000 kr,34 m²,3 tr,2 rum,Vasastan,Ingemarsgatan 7,Lägenhet
9 apr 2014,87 222 kr/m²,3 925 000 kr,45 m²,2 tr,2 rum,Vasastan,Dalagatan 44,Lägenhet
9 apr 2014,61 167 kr/m²,3 670 000 kr,60 m²,1 tr,2 rum,Vasastan,Dannemoragatan 8B,Lägenhet
9 apr 2014,90 395 kr/m²,3 435 000 kr,38 m²,2 tr,2 rum,Vasastan,Tomtebogatan 3,Lägenhet
9 apr 2014,69 565 kr/m²,4 800 000 kr,69 m²,3 tr,2 rum,Vasastan,Völundsgatan 10,Lägenhet
9 apr 2014,76 429 kr/m²,3 210 000 kr,42 m²,4 tr,2 rum,Vasastan,Hälsingegatan 35,Lägenhet
9 apr 2014,76 250 kr/m²,4 575 000 kr,60 m²,2 tr,2 rum,Vasastan,Kungstensgatan 60,Lägenhet
9 apr 2014,78 571 kr/m²,4 400 000 kr,56 m²,2 tr,2 rum,Vasastan,Sigtunagatan 19,Lägenhet
9 apr 2014,79 775 kr/m²,7 100 000 kr,89 m²,1 tr,3 rum,Vasastan,Surbrunnsgatan 26,Lägenhet
8 apr 2014,80 220 kr/m²,7 300 000 kr,91 m²,1 tr,4 rum,Birkastan,Birkagatan 31,Lägenhet
8 apr 2014,79 726 kr/m²,5 820 000 kr,73 m²,2 tr,3 rum,Vasastan,Idungatan 7C,Lägenhet
8 apr 2014,73 529 kr/m²,2 500 000 kr,34 m²,1 tr,1 rum,Birkastan,Tomtebogatan 40,Lägenhet
8 apr 2014,87 037 kr/m²,4 700 000 kr,54 m²,6 tr,2 rum,Centrum Norrmalm Vasastan,Rehnsgatan 15,Lägenhet
7 apr 2014,68 919 kr/m²,2 550 000 kr,37 m²,1 tr,1 rum,Vasastan,Völundsgatan 10,Lägenhet
7 apr 2014,95 000 kr/m²,2 280 000 kr,24 m²,4 tr,1 rum,Sabbatsberg/Atlas,Torsgatan 33,Lägenhet
6 apr 2014,98 529 kr/m²,3 350 000 kr,34 m²,5½ tr,2 rum,Sibirien,Frejgatan 45,Lägenhet
5 apr 2014,65 000 kr/m²,4 355 000 kr,67 m²,1 tr,2 rum,Birkastan,Drejargatan 8,Lägenhet
5 apr 2014,53 472 kr/m²,3 850 000 kr,72 m²,1 tr,2 rum,Vasastan,Sveavägen 140,Lägenhet
5 apr 2014,76 538 kr/m²,1 990 000 kr,26 m²,4 tr,1 rum,Vasastan,Sveavägen 140,Lägenhet
4 apr 2014,67 857 kr/m²,5 700 000 kr,84 m²,2 tr,3 rum,Uppg,Vanadisvägen 4,Lägenhet
4 apr 2014,64 091 kr/m²,7 050 000 kr,110 m²,2½ tr,3 rum,Vasastan,Vanadisvägen 31A,Lägenhet
4 apr 2014,79 545 kr/m²,5 250 000 kr,66 m²,4 tr,3 rum,Vasastan,Norrbackagatan 24,Lägenhet
4 apr 2014,73 393 kr/m²,4 110 000 kr,56 m²,2 tr,2 rum,Vasastan,Hagagatan 8,Lägenhet
3 apr 2014,82 813 kr/m²,2 650 000 kr,32 m²,3 tr,2 rum,Sabbatsberg/Atlas,Rådmansgatan 77,Lägenhet
3 apr 2014,77 609 kr/m²,3 570 000 kr,46 m²,4 tr,2 rum,Vasastan,Drottninggatan 101,Lägenhet
3 apr 2014,78 830 kr/m²,3 705 000 kr,47 m²,2 tr,2 rum,Vasastan,Kungstensgatan 44,Lägenhet
3 apr 2014,79 545 kr/m²,7 875 000 kr,99 m²,1½ tr,4 rum,Sabbatsberg/Atlas,Odengatan 86,Lägenhet
3 apr 2014,69 811 kr/m²,3 700 000 kr,53 m²,3 tr,2 rum,Vasastan,Vikingagatan 15,Lägenhet
3 apr 2014,66 923 kr/m²,4 350 000 kr,65 m²,3 tr,2 rum,Birkastan,Rörstrandsgatan 36A,Lägenhet
3 apr 2014,107 059 kr/m²,1 820 000 kr,17 m²,1 tr,1 rum,Vasastan,Gästrikegatan 15A,Lägenhet
3 apr 2014,73 485 kr/m²,4 850 000 kr,66 m²,1 tr,2 rum,Sabbatsberg/Atlas,Kungstensgatan 65,Lägenhet
2 apr 2014,70 000 kr/m²,4 410 000 kr,63 m²,2 tr,2 rum,Vasastan,Rörstrandsgatan 34,Lägenhet
2 apr 2014,77 632 kr/m²,2 950 000 kr,38 m²,3 tr,2 rum,Birkastan,Norrbackagatan 27,Lägenhet
2 apr 2014,85 500 kr/m²,2 565 000 kr,30 m²,1½ tr,1 rum,Vasastan Birkastan,Rörstrandsgatan 36,Lägenhet
2 apr 2014,73 563 kr/m²,3 200 000 kr,44 m²,2 tr,2 rum,Vasastan,Sveavägen 99,Lägenhet
2 apr 2014,71 552 kr/m²,4 150 000 kr,58 m²,4 tr,2 rum,Vasastan,Karlbergsvägen 66B,Lägenhet
2 apr 2014,75 897 kr/m²,2 960 000 kr,39 m²,1 tr,2 rum,Vasastan,Sigtunagatan 6,Lägenhet
2 apr 2014,74 436 kr/m²,9 900 000 kr,133 m²,4 tr,4½ rum,Vasastan,Odengatan 33,Lägenhet
1 apr 2014,79 630 kr/m²,2 150 000 kr,27 m²,1 tr,1 rum,Vasastan,Holländargatan 31,Lägenhet
1 apr 2014,88 060 kr/m²,2 950 000 kr,34 m²,1 tr,2 rum,Vasastan,Hälsingegatan 33,Lägenhet
1 apr 2014,73 810 kr/m²,3 100 000 kr,42 m²,4 tr,2 rum,Vasastan,Rödabergsgatan 12,Lägenhet
1 apr 2014,89 286 kr/m²,2 500 000 kr,28 m²,1 tr,1 rum,Tule,Roslagsgatan 2,Lägenhet
31 mar 2014,62 602 kr/m²,7 700 000 kr,123 m²,3 tr,4 rum,Vasastan,Kungstensgatan 57,Lägenhet
31 mar 2014,58 889 kr/m²,3 180 000 kr,54 m²,6 tr,2 rum,Vasastan,Ingemarsgatan 2,Lägenhet
31 mar 2014,70 541 kr/m²,2 610 000 kr,37 m²,1 tr,1 rum,Vasastan,Sveavägen 121B,Lägenhet
31 mar 2014,77 174 kr/m²,7 100 000 kr,92 m²,2 tr,4 rum,Vasastan,Gästrikegatan 8A,Lägenhet
31 mar 2014,90 625 kr/m²,4 350 000 kr,48 m²,5 tr,2 rum,Birkastan,Rörstrandsgatan 8,Lägenhet
29 mar 2014,70 283 kr/m²,11 175 000 kr,159 m²,4 tr,5 rum,Östermalm,Odengatan 27,Lägenhet
28 mar 2014,67 797 kr/m²,4 000 000 kr,59 m²,4 tr,2 rum,Sibirien,Döbelnsgatan 79,Lägenhet
28 mar 2014,82 595 kr/m²,6 525 000 kr,79 m²,4 tr,3 rum,Sabbatsberg/Atlas,Karlbergsvägen 25,Lägenhet
28 mar 2014,69 512 kr/m²,5 700 000 kr,82 m²,1 tr,3 rum,Birkastan,Norrbackagatan 5,Lägenhet
28 mar 2014,74 138 kr/m²,4 300 000 kr,58 m²,1 tr,2 rum,Sibirien,Tulegatan 37,Lägenhet
28 mar 2014,73 889 kr/m²,3 990 000 kr,54 m²,2 tr,2 rum,Vasastan,Västmannagatan 85C,Lägenhet
27 mar 2014,67 593 kr/m²,7 300 000 kr,108 m²,2 tr,4 rum,Vasastan,Hälsingegatan 9,Lägenhet
27 mar 2014,65 227 kr/m²,2 870 000 kr,44 m²,1½ tr,2 rum,Vasastan,Norrtullsgatan 36,Lägenhet
27 mar 2014,69 298 kr/m²,3 950 000 kr,57 m²,3 tr,2 rum,Vasastan,Norrtullsgatan 25C,Lägenhet
27 mar 2014,71 129 kr/m²,4 410 000 kr,62 m²,5 tr,2 rum,Vasastan,Vanadisvägen 26B,Lägenhet
27 mar 2014,84 458 kr/m²,7 010 000 kr,83 m²,2 tr,3 rum,Vasastan,Vikingagatan 22A,Lägenhet
26 mar 2014,80 526 kr/m²,3 060 000 kr,38 m²,3 tr,1 rum,Vasastan,Tomtebogatan 3,Lägenhet
26 mar 2014,74 286 kr/m²,5 200 000 kr,70 m²,1 tr,3 rum,Vasastan,Rörstrandsgatan 64,Lägenhet
26 mar 2014,60 417 kr/m²,4 350 000 kr,72 m²,1 tr,2 rum,Vasastan,Tomtebogatan 30,Lägenhet
26 mar 2014,82 937 kr/m²,5 225 000 kr,63 m²,5 tr,2 rum,Sabbatsberg/Atlas,Atlasgatan 3,Lägenhet
26 mar 2014,86 866 kr/m²,5 820 000 kr,67 m²,4 tr,3 rum,Vasastan,Dalagatan 39,Lägenhet
26 mar 2014,73 529 kr/m²,2 500 000 kr,34 m²,2 tr,1 rum,Vasastan,Roslagsgatan 21B,Lägenhet
26 mar 2014,79 341 kr/m²,7 220 000 kr,91 m²,3½ tr,3 rum,Vasastan,Birkagatan 24,Lägenhet
26 mar 2014,67 705 kr/m²,4 130 000 kr,61 m²,1 tr,2 rum,Sabbatsberg/Atlas,Karlbergsvägen 25B,Lägenhet
26 mar 2014,84 697 kr/m²,2 795 000 kr,33 m²,4½ tr,2 rum,Birkastan Vasastan,Rörstrandsgatan 52,Lägenhet
26 mar 2014,91 000 kr/m²,2 730 000 kr,30 m²,4½ tr,1 rum,Vasastan,Rörstrandsgatan 36,Lägenhet
26 mar 2014,78 571 kr/m²,2 200 000 kr,28 m²,1 tr,1 rum,Vasastan,Völundsgatan 10,Lägenhet
25 mar 2014,83 590 kr/m²,3 260 000 kr,39 m²,3 tr,2 rum,Vasastan,Birkagatan 32,Lägenhet
25 mar 2014,97 400 kr/m²,2 435 000 kr,25 m²,2 tr,1 rum,Eriksplan,Sankt Eriksgatan 71A,Lägenhet
24 mar 2014,78 481 kr/m²,3 100 000 kr,40 m²,1 tr,2 rum,Eriksplan,Torsgatan 42,Lägenhet
23 mar 2014,72 807 kr/m²,4 150 000 kr,57 m²,2 tr,2 rum,Hagamalm,Norrtullsgatan 25C,Lägenhet
